RESIDENTIAL INTELLECTUAL AND DEVELOPMENTAL DISABILITY FACILITIES,F
RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,F
RESIDENTIAL PROPERTY MANAGERS,F
RESIDENTIAL REMODELERS,F
RICE MILLING,F
ROASTED NUTS AND PEANUT BUTTER MANUFACTURING,F
ROLLING MILL AND OTHER METALWORKING MACHINERY MANUFACTURING,F
ROOFING CONTRACTORS,F
"ROOFING, SIDING, AND INSULATION MATERIAL MERCHANT WHOLESALERS",F
"ROOMING AND BOARDING HOUSES, DORMITORIES, AND WORKERS' CAMPS",F
RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,F
RUBBER PRODUCT MANUFACTURING FOR MECHANICAL USE,F
RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS,F
SANITARY PAPER PRODUCT MANUFACTURING,F
SAVINGS INSTITUTIONS,F
SAW BLADE AND HANDTOOL MANUFACTURING,F
"SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)",F
SCHEDULED FREIGHT AIR TRANSPORTATION,F
SCHEDULED PASSENGER AIR TRANSPORTATION,F
SCHOOL AND EMPLOYEE BUS TRANSPORTATION,F
SEAFOOD PRODUCT PREPARATION AND PACKAGING,F
"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",F
SECONDARY SMELTING AND ALLOYING OF ALUMINUM,F
"SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)",F
SECURITIES AND COMMODITY EXCHANGES,F
SECURITY GUARDS AND PATROL SERVICES,F
SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),F
SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,F
SEMICONDUCTOR MACHINERY MANUFACTURING,F
SEPTIC TANK AND RELATED SERVICES,F
SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,F
SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,F
SEWAGE TREATMENT FACILITIES,F
SHEET METAL WORK MANUFACTURING,F
SHIP BUILDING AND REPAIRING,F
SHOE STORES,F
"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",F
SITE PREPARATION CONTRACTORS,F
SMALL ARMS AMMUNITION MANUFACTURING,F
"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",F
SOAP AND OTHER DETERGENT MANUFACTURING,F
"SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING",F
SOFTWARE PUBLISHERS,F
"SOIL PREPARATION, PLANTING, AND CULTIVATING",F
SOLAR ELECTRIC POWER GENERATION,F
SOLID WASTE COLLECTION,F
SOLID WASTE COMBUSTORS AND INCINERATORS,F
SOLID WASTE LANDFILL,F
SOYBEAN AND OTHER OILSEED PROCESSING,F
SPACE RESEARCH AND TECHNOLOGY,F
"SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",F
SPECIAL NEEDS TRANSPORTATION,F
"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",F
"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",F
SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,F
SPECIALTY CANNING,F
"SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",F
SPORTING AND ATHLETIC GOODS MANUFACTURING,F
SPORTS TEAMS AND CLUBS,F
STATIONERY PRODUCT MANUFACTURING,F
STEAM AND AIR-CONDITIONING SUPPLY,F
STEEL FOUNDRIES (EXCEPT INVESTMENT),F
STEEL WIRE DRAWING,F
STORAGE BATTERY MANUFACTURING,F
SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,F
SUPPORT ACTIVITIES FOR FORESTRY,F
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,F
SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,F
SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,F
SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,F
SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,F
SYNTHETIC RUBBER MANUFACTURING,F
TELECOMMUNICATIONS RESELLERS,F
TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,F
TELEPHONE ANSWERING SERVICES,F
TELEPHONE APPARATUS MANUFACTURING,F
TELEPRODUCTION AND OTHER POSTPRODUCTION SERVICES,F
TELEVISION BROADCASTING,F
TEMPORARY HELP SERVICES,F
TEMPORARY SHELTERS,F
TESTING LABORATORIES,F
TEXTILE AND FABRIC FINISHING MILLS,F
TEXTILE BAG AND CANVAS MILLS,F
THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,F
TILE AND TERRAZZO CONTRACTORS,F
TIRE MANUFACTURING (EXCEPT RETREADING),F
TITLE ABSTRACT AND SETTLEMENT OFFICES,F
TORTILLA MANUFACTURING,F
TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,F
TOUR OPERATORS,F
TRANSLATION AND INTERPRETATION SERVICES,F
TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,F
TRAVEL AGENCIES,F
TRAVEL TRAILER AND CAMPER MANUFACTURING,F
TREE NUT FARMING,F
TRUCK TRAILER MANUFACTURING,F
"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",F
"TRUST, FIDUCIARY, AND CUSTODY ACTIVITIES",F
TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,F
UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING,F
UNLAMINATED PLASTICS PROFILE SHAPE MANUFACTURING,F
UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,F
URETHANE AND OTHER FOAM PRODUCT (EXCEPT POLYSTYRENE) MANUFACTURING,F
USED HOUSEHOLD AND OFFICE GOODS MOVING,F
VETERINARY SERVICES,F
VOCATIONAL REHABILITATION SERVICES,F
VOLUNTARY HEALTH ORGANIZATIONS,F
WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,F
WATER SUPPLY AND IRRIGATION SYSTEMS,F
WELDING AND SOLDERING EQUIPMENT MANUFACTURING,F
WET CORN MILLING,F
WHOLESALE TRADE AGENTS AND BROKERS,F
WIRED TELECOMMUNICATIONS CARRIERS,F
WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),F
"WOMEN'S, GIRLS', AND INFANTS' CUT AND SEW APPAREL MANUFACTURING",F
WOOD CONTAINER AND PALLET MANUFACTURING,F
WOOD OFFICE FURNITURE MANUFACTURING,F
AIR TRAFFIC CONTROL,T
AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,T
ALL OTHER TELECOMMUNICATIONS,T
ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,T
ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,T
ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,T
ARCHITECTURAL SERVICES,T
BUILDING INSPECTION SERVICES,T
COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,T
COMPUTER FACILITIES MANAGEMENT SERVICES,T
COMPUTER STORAGE DEVICE MANUFACTURING,T
COMPUTER SYSTEMS DESIGN SERVICES,T
CONSTRUCTION MACHINERY MANUFACTURING,T
CONSTRUCTION SAND AND GRAVEL MINING,T
"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",T
CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,T
"DATA PROCESSING, HOSTING, AND RELATED SERVICES",T
GRAPHIC DESIGN SERVICES,T
INDUSTRIAL BUILDING CONSTRUCTION,T
INDUSTRIAL DESIGN SERVICES,T
INTERIOR DESIGN SERVICES,T
LANDSCAPE ARCHITECTURAL SERVICES,T
LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),T
LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,T
ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,T
OTHER AIRPORT OPERATIONS,T
OTHER BUILDING EQUIPMENT CONTRACTORS,T
OTHER BUILDING FINISHING CONTRACTORS,T
"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",T
OTHER SERVICES TO BUILDINGS AND DWELLINGS,T
PARKING LOTS AND GARAGES,T
PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,T
PREFABRICATED WOOD BUILDING MANUFACTURING,T
SATELLITE TELECOMMUNICATIONS,T
STRUCTURAL STEEL AND PRECAST CONCRETE CONTRACTORS,T
SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,T
Category,TF
